TIGR00129	112	Energy_metabolism	Electron_transport
TIGR00130	140	Protein_fate	Protein_modification_and_repair
TIGR00131	119	Energy_metabolism	Sugars
TIGR00132	137	Protein_synthesis	tRNA_aminoacylation
TIGR00133	137	Protein_synthesis	tRNA_aminoacylation
TIGR00134	137	Protein_synthesis	tRNA_aminoacylation
TIGR00135	137	Protein_synthesis	tRNA_aminoacylation
TIGR00136	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00137	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00138	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00139	71	Amino_acid_biosynthesis	Aspartate_family
TIGR00140	140	Protein_fate	Protein_modification_and_repair
TIGR00142	140	Protein_fate	Protein_modification_and_repair
TIGR00143	140	Protein_fate	Protein_modification_and_repair
TIGR00144	703	Unknown_function	Enzymes_of_unknown_specificity
TIGR00145	157	Unknown_function	General
TIGR00147	703	Unknown_function	Enzymes_of_unknown_specificity
TIGR00148	157	Unknown_function	General
TIGR00149	703	Unknown_function	Enzymes_of_unknown_specificity
TIGR00150	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00151	76	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Other
TIGR00152	83	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Pantothenate_and_coenzyme_A
TIGR00153	156	Hypothetical_proteins	Conserved
TIGR00154	76	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Other
TIGR00155	157	Unknown_function	General
TIGR00156	156	Hypothetical_proteins	Conserved
TIGR00157	169	Protein_synthesis	Translation_factors
TIGR00158	158	Protein_synthesis	Ribosomal_proteins_synthesis_and_modification
TIGR00159	156	Hypothetical_proteins	Conserved
TIGR00160	184	Energy_metabolism	Other
TIGR00161	156	Hypothetical_proteins	Conserved
TIGR00162	156	Hypothetical_proteins	Conserved
TIGR00163	176	Fatty_acid_and_phospholipid_metabolism	Biosynthesis
TIGR00164	157	Unknown_function	General
TIGR00165	158	Protein_synthesis	Ribosomal_proteins_synthesis_and_modification
TIGR00166	158	Protein_synthesis	Ribosomal_proteins_synthesis_and_modification
TIGR00167	116	Energy_metabolism	Glycolysis/gluconeogenesis
TIGR00168	169	Protein_synthesis	Translation_factors
TIGR00169	74	Amino_acid_biosynthesis	Pyruvate_family
TIGR00170	74	Amino_acid_biosynthesis	Pyruvate_family
TIGR00171	74	Amino_acid_biosynthesis	Pyruvate_family
TIGR00172	93	Cellular_processes	Cell_division
TIGR00173	81	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Menaquinone_and_ubiquinone
TIGR00174	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00175	120	Energy_metabolism	TCA_cycle
TIGR00176	82	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Molybdopterin
TIGR00178	120	Energy_metabolism	TCA_cycle
TIGR00179	89	Cell_envelope	Biosynthesis_and_degradation_of_murein_sacculus_and_peptidoglycan
TIGR00181	138	Protein_fate	Degradation_of_proteins_peptides_and_glycopeptides
TIGR00182	176	Fatty_acid_and_phospholipid_metabolism	Biosynthesis
TIGR00183	120	Energy_metabolism	TCA_cycle
TIGR00184	125	Purines_pyrimidines_nucleosides_and_nucleotides	Purine_ribonucleotide_biosynthesis
TIGR00185	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00186	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00187	85	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Riboflavin_FMN_and_FAD
TIGR00188	166	Transcription	RNA_processing
TIGR00189	176	Fatty_acid_and_phospholipid_metabolism	Biosynthesis
TIGR00190	162	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Thiamine
TIGR00191	71	Amino_acid_biosynthesis	Aspartate_family
TIGR00192	160	Central_intermediary_metabolism	Nitrogen_metabolism
TIGR00193	160	Central_intermediary_metabolism	Nitrogen_metabolism
TIGR00194	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00195	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00196	157	Unknown_function	General
TIGR00197	157	Unknown_function	General
TIGR00198	96	Cellular_processes	Detoxification
TIGR00199	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00200	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00201	98	Cellular_processes	DNA_transformation
TIGR00202	116	Energy_metabolism	Glycolysis/gluconeogenesis
TIGR00202	262	Regulatory_functions	RNA_interactions
TIGR00203	112	Energy_metabolism	Electron_transport
TIGR00204	76	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Other
TIGR00204	84	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Pyridoxine
TIGR00204	162	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Thiamine
TIGR00205	188	Cellular_processes	Chemotaxis_and_motility
TIGR00206	188	Cellular_processes	Chemotaxis_and_motility
TIGR00207	188	Cellular_processes	Chemotaxis_and_motility
TIGR00208	188	Cellular_processes	Chemotaxis_and_motility
TIGR00209	119	Energy_metabolism	Sugars
TIGR00210	142	Transport_and_binding_proteins	Amino_acids_peptides_and_amines
TIGR00211	137	Protein_synthesis	tRNA_aminoacylation
TIGR00212	79	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Heme_porphyrin_and_cobalamin
TIGR00213	90	Cell_envelope	Biosynthesis_and_degradation_of_surface_polysaccharides_and_lipopolysaccharides
TIGR00214	140	Protein_fate	Protein_modification_and_repair
TIGR00215	90	Cell_envelope	Biosynthesis_and_degradation_of_surface_polysaccharides_and_lipopolysaccharides
TIGR00216	76	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Other
TIGR00217	105	Energy_metabolism	Biosynthesis_and_degradation_of_polysaccharides
TIGR00218	119	Energy_metabolism	Sugars
TIGR00219	89	Cell_envelope	Biosynthesis_and_degradation_of_murein_sacculus_and_peptidoglycan
TIGR00220	149	Cellular_processes	Adaptations_to_atypical_conditions
TIGR00221	100	Central_intermediary_metabolism	Amino_sugars
TIGR00222	83	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Pantothenate_and_coenzyme_A
TIGR00223	83	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Pantothenate_and_coenzyme_A
TIGR00224	116	Energy_metabolism	Glycolysis/gluconeogenesis
TIGR00225	138	Protein_fate	Degradation_of_proteins_peptides_and_glycopeptides
TIGR00225	140	Protein_fate	Protein_modification_and_repair
TIGR00228	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00229	264	Regulatory_functions	Small_molecule_interactions
TIGR00230	119	Energy_metabolism	Sugars
TIGR00230	129	Regulatory_functions	Other
TIGR00231	157	Unknown_function	General
TIGR00232	117	Energy_metabolism	Pentose_phosphate_pathway
TIGR00233	137	Protein_synthesis	tRNA_aminoacylation
TIGR00234	137	Protein_synthesis	tRNA_aminoacylation
TIGR00235	127	Purines_pyrimidines_nucleosides_and_nucleotides	Salvage_of_nucleosides_and_nucleotides
TIGR00236	90	Cell_envelope	Biosynthesis_and_degradation_of_surface_polysaccharides_and_lipopolysaccharides
TIGR00237	131	DNA_metabolism	Degradation_of_DNA
TIGR00238	149	Cellular_processes	Adaptations_to_atypical_conditions
TIGR00239	120	Energy_metabolism	TCA_cycle
TIGR00240	126	Purines_pyrimidines_nucleosides_and_nucleotides	Pyrimidine_ribonucleotide_biosynthesis
TIGR00242	93	Cellular_processes	Cell_division
TIGR00242	261	Regulatory_functions	DNA_interactions
TIGR00243	76	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Other
TIGR00244	261	Regulatory_functions	DNA_interactions
TIGR00245	156	Hypothetical_proteins	Conserved
TIGR00246	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00247	156	Hypothetical_proteins	Conserved
TIGR00249	263	Regulatory_functions	Protein_interactions
TIGR00250	157	Unknown_function	General
TIGR00251	156	Hypothetical_proteins	Conserved
TIGR00252	156	Hypothetical_proteins	Conserved
TIGR00253	157	Unknown_function	General
TIGR00254	264	Regulatory_functions	Small_molecule_interactions
TIGR00254	710	Signal_transduction	Other
TIGR00255	156	Hypothetical_proteins	Conserved
TIGR00256	137	Protein_synthesis	tRNA_aminoacylation
TIGR00257	157	Unknown_function	General
TIGR00258	122	Purines_pyrimidines_nucleosides_and_nucleotides	Other
TIGR00259	95	Protein_fate	Protein_folding_and_stabilization
TIGR00260	71	Amino_acid_biosynthesis	Aspartate_family
TIGR00261	157	Unknown_function	General
TIGR00262	70	Amino_acid_biosynthesis	Aromatic_amino_acid_family
TIGR00263	70	Amino_acid_biosynthesis	Aromatic_amino_acid_family
TIGR00264	157	Unknown_function	General
TIGR00266	156	Hypothetical_proteins	Conserved
TIGR00267	156	Hypothetical_proteins	Conserved
TIGR00268	156	Hypothetical_proteins	Conserved
TIGR00269	156	Hypothetical_proteins	Conserved
TIGR00270	156	Hypothetical_proteins	Conserved
TIGR00272	140	Protein_fate	Protein_modification_and_repair
TIGR00273	112	Energy_metabolism	Electron_transport
TIGR00274	89	Cell_envelope	Biosynthesis_and_degradation_of_murein_sacculus_and_peptidoglycan
TIGR00275	703	Unknown_function	Enzymes_of_unknown_specificity
TIGR00276	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00278	156	Hypothetical_proteins	Conserved
TIGR00279	158	Protein_synthesis	Ribosomal_proteins_synthesis_and_modification
TIGR00280	158	Protein_synthesis	Ribosomal_proteins_synthesis_and_modification
TIGR00281	93	Cellular_processes	Cell_division
TIGR00281	170	DNA_metabolism	Chromosome-associated_proteins
TIGR00282	703	Unknown_function	Enzymes_of_unknown_specificity
TIGR00283	136	Protein_synthesis	Other
TIGR00284	157	Unknown_function	General
TIGR00285	170	DNA_metabolism	Chromosome-associated_proteins
TIGR00286	104	Central_intermediary_metabolism	Polyamine_biosynthesis
TIGR00286	109	Energy_metabolism	Amino_acids_and_amines
TIGR00287	719	#N/D	#N/D
TIGR00288	156	Hypothetical_proteins	Conserved
TIGR00289	156	Hypothetical_proteins	Conserved
TIGR00291	136	Protein_synthesis	Other
TIGR00292	162	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Thiamine
TIGR00293	95	Protein_fate	Protein_folding_and_stabilization
TIGR00294	76	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Other
TIGR00295	156	Hypothetical_proteins	Conserved
TIGR00296	157	Unknown_function	General
TIGR00297	156	Hypothetical_proteins	Conserved
TIGR00298	76	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Other
TIGR00298	159	Energy_metabolism	Methanogenesis
TIGR00299	156	Hypothetical_proteins	Conserved
TIGR00300	156	Hypothetical_proteins	Conserved
TIGR00302	125	Purines_pyrimidines_nucleosides_and_nucleotides	Purine_ribonucleotide_biosynthesis
TIGR00303	156	Hypothetical_proteins	Conserved
TIGR00304	156	Hypothetical_proteins	Conserved
TIGR00305	92	Cellular_processes	Other
TIGR00305	134	Transcription	Degradation_of_RNA
TIGR00306	116	Energy_metabolism	Glycolysis/gluconeogenesis
TIGR00307	158	Protein_synthesis	Ribosomal_proteins_synthesis_and_modification
TIGR00308	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00309	145	Transport_and_binding_proteins	Cations_and_iron_carrying_compounds
TIGR00311	169	Protein_synthesis	Translation_factors
TIGR00312	79	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Heme_porphyrin_and_cobalamin
TIGR00313	79	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Heme_porphyrin_and_cobalamin
TIGR00314	180	Energy_metabolism	Chemoautotrophy
TIGR00315	180	Energy_metabolism	Chemoautotrophy
TIGR00316	180	Energy_metabolism	Chemoautotrophy
TIGR00317	79	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Heme_porphyrin_and_cobalamin
TIGR00318	264	Regulatory_functions	Small_molecule_interactions
TIGR00319	112	Energy_metabolism	Electron_transport
TIGR00320	112	Energy_metabolism	Electron_transport
TIGR00321	140	Protein_fate	Protein_modification_and_repair
TIGR00323	169	Protein_synthesis	Translation_factors
TIGR00324	166	Transcription	RNA_processing
TIGR00325	90	Cell_envelope	Biosynthesis_and_degradation_of_surface_polysaccharides_and_lipopolysaccharides
TIGR00326	85	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Riboflavin_FMN_and_FAD
TIGR00327	97	Protein_fate	Protein_and_peptide_secretion_and_trafficking
TIGR00328	188	Cellular_processes	Chemotaxis_and_motility
TIGR00329	138	Protein_fate	Degradation_of_proteins_peptides_and_glycopeptides
TIGR00330	117	Energy_metabolism	Pentose_phosphate_pathway
TIGR00331	261	Regulatory_functions	DNA_interactions
TIGR00332	112	Energy_metabolism	Electron_transport
TIGR00333	123	Purines_pyrimidines_nucleosides_and_nucleotides	2'-Deoxyribonucleotide_metabolism
TIGR00334	166	Transcription	RNA_processing
TIGR00335	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00336	126	Purines_pyrimidines_nucleosides_and_nucleotides	Pyrimidine_ribonucleotide_biosynthesis
TIGR00337	126	Purines_pyrimidines_nucleosides_and_nucleotides	Pyrimidine_ribonucleotide_biosynthesis
TIGR00338	75	Amino_acid_biosynthesis	Serine_family
TIGR00339	106	Central_intermediary_metabolism	Sulfur_metabolism
TIGR00340	157	Unknown_function	General
TIGR00341	156	Hypothetical_proteins	Conserved
TIGR00342	162	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Thiamine
TIGR00342	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00343	84	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Pyridoxine
TIGR00344	137	Protein_synthesis	tRNA_aminoacylation
TIGR00345	156	Hypothetical_proteins	Conserved
TIGR00346	142	Transport_and_binding_proteins	Amino_acids_peptides_and_amines
TIGR00347	77	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Biotin
TIGR00348	183	DNA_metabolism	Restriction/modification
TIGR00350	129	Regulatory_functions	Other
TIGR00351	110	Energy_metabolism	Anaerobic
TIGR00353	112	Energy_metabolism	Electron_transport
TIGR00354	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00355	125	Purines_pyrimidines_nucleosides_and_nucleotides	Purine_ribonucleotide_biosynthesis
TIGR00357	140	Protein_fate	Protein_modification_and_repair
TIGR00357	149	Cellular_processes	Adaptations_to_atypical_conditions
TIGR00358	134	Transcription	Degradation_of_RNA
TIGR00359	144	Transport_and_binding_proteins	Carbohydrates_organic_alcohols_and_acids
TIGR00359	700	Signal_transduction	PTS
TIGR00360	157	Unknown_function	General
TIGR00361	98	Cellular_processes	DNA_transformation
TIGR00362	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00363	88	Cell_envelope	Other
TIGR00364	157	Unknown_function	General
TIGR00365	112	Energy_metabolism	Electron_transport
TIGR00366	156	Hypothetical_proteins	Conserved
TIGR00367	157	Unknown_function	General
TIGR00368	157	Unknown_function	General
TIGR00370	156	Hypothetical_proteins	Conserved
TIGR00372	719	#N/D	#N/D
TIGR00373	165	Transcription	Transcription_factors
TIGR00374	157	Unknown_function	General
TIGR00375	156	Hypothetical_proteins	Conserved
TIGR00376	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00377	263	Regulatory_functions	Protein_interactions
TIGR00378	145	Transport_and_binding_proteins	Cations_and_iron_carrying_compounds
TIGR00379	79	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Heme_porphyrin_and_cobalamin
TIGR00380	79	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Heme_porphyrin_and_cobalamin
TIGR00381	180	Energy_metabolism	Chemoautotrophy
TIGR00382	95	Protein_fate	Protein_folding_and_stabilization
TIGR00382	138	Protein_fate	Degradation_of_proteins_peptides_and_glycopeptides
TIGR00383	145	Transport_and_binding_proteins	Cations_and_iron_carrying_compounds
TIGR00384	108	Energy_metabolism	Aerobic
TIGR00384	110	Energy_metabolism	Anaerobic
TIGR00384	120	Energy_metabolism	TCA_cycle
TIGR00385	95	Protein_fate	Protein_folding_and_stabilization
TIGR00387	184	Energy_metabolism	Other
TIGR00388	137	Protein_synthesis	tRNA_aminoacylation
TIGR00389	137	Protein_synthesis	tRNA_aminoacylation
TIGR00390	95	Protein_fate	Protein_folding_and_stabilization
TIGR00391	112	Energy_metabolism	Electron_transport
TIGR00392	137	Protein_synthesis	tRNA_aminoacylation
TIGR00393	119	Energy_metabolism	Sugars
TIGR00394	144	Transport_and_binding_proteins	Carbohydrates_organic_alcohols_and_acids
TIGR00394	700	Signal_transduction	PTS
TIGR00395	137	Protein_synthesis	tRNA_aminoacylation
TIGR00396	137	Protein_synthesis	tRNA_aminoacylation
TIGR00397	112	Energy_metabolism	Electron_transport
TIGR00398	137	Protein_synthesis	tRNA_aminoacylation
TIGR00399	137	Protein_synthesis	tRNA_aminoacylation
TIGR00400	145	Transport_and_binding_proteins	Cations_and_iron_carrying_compounds
TIGR00401	140	Protein_fate	Protein_modification_and_repair
TIGR00401	149	Cellular_processes	Adaptations_to_atypical_conditions
TIGR00402	112	Energy_metabolism	Electron_transport
TIGR00403	112	Energy_metabolism	Electron_transport
TIGR00406	158	Protein_synthesis	Ribosomal_proteins_synthesis_and_modification
TIGR00407	73	Amino_acid_biosynthesis	Glutamate_family
TIGR00408	137	Protein_synthesis	tRNA_aminoacylation
TIGR00409	137	Protein_synthesis	tRNA_aminoacylation
TIGR00410	144	Transport_and_binding_proteins	Carbohydrates_organic_alcohols_and_acids
TIGR00410	700	Signal_transduction	PTS
TIGR00411	157	Unknown_function	General
TIGR00412	157	Unknown_function	General
TIGR00413	88	Cell_envelope	Other
TIGR00414	137	Protein_synthesis	tRNA_aminoacylation
TIGR00415	137	Protein_synthesis	tRNA_aminoacylation
TIGR00416	132	DNA_metabolism	DNA_replication_recombination_and_repair
TIGR00417	104	Central_intermediary_metabolism	Polyamine_biosynthesis
TIGR00418	137	Protein_synthesis	tRNA_aminoacylation
TIGR00419	116	Energy_metabolism	Glycolysis/gluconeogenesis
TIGR00420	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00421	703	Unknown_function	Enzymes_of_unknown_specificity
TIGR00422	137	Protein_synthesis	tRNA_aminoacylation
TIGR00423	156	Hypothetical_proteins	Conserved
TIGR00424	106	Central_intermediary_metabolism	Sulfur_metabolism
TIGR00425	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00426	98	Cellular_processes	DNA_transformation
TIGR00427	157	Unknown_function	General
TIGR00430	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00431	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00432	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00433	77	Biosynthesis_of_cofactors_prosthetic_groups_and_carriers	Biotin
TIGR00434	106	Central_intermediary_metabolism	Sulfur_metabolism
TIGR00435	137	Protein_synthesis	tRNA_aminoacylation
TIGR00436	136	Protein_synthesis	Other
TIGR00437	145	Transport_and_binding_proteins	Cations_and_iron_carrying_compounds
TIGR00438	168	Protein_synthesis	tRNA_and_rRNA_base_modification
TIGR00439	93	Cellular_processes	Cell_division
TIGR00439	97	Protein_fate	Protein_and_peptide_secretion_and_trafficking
TIGR00440	137	Protein_synthesis	tRNA_aminoacylation
TIGR00441	90	Cell_envelope	Biosynthesis_and_degradation_of_surface_polysaccharides_and_lipopolysaccharides
TIGR00442	137	Protein_synthesis	tRNA_aminoacylation
TIGR00443	161	Amino_acid_biosynthesis	Histidine_family
TIGR00444	157	Unknown_function	General
TIGR00445	89	Cell_envelope	Biosynthesis_and_degradation_of_murein_sacculus_and_peptidoglycan
TIGR00446	168	Protein_synthesis	tRNA_and_rRNA_base_modification
